; Composite MgII index V5  mark.weber@uni-bremen.de 20220213
;
;  1       N7/N9/N11 (Viereck 1999)   3892
;  2                        N7/SBUV     50
;  3                       N9/SBUV2      9
;  4                      N11/SBUV2     17
;  5                      N16/SBUV2    181
;  6                      N17/SBUV2      3
;  7                      N18/SBUV2      1
;  8      U/SOLSTICE (de Toma 1997)      0
;  9           U/SOLSTICE (classic)   1369
; 10                          SUSIM    109
  1993.46438 06 19 0.15532  3.79e-04   9
  1993.46712 06 20 0.15491  3.76e-04   9
  1993.46986 06 21 0.15569  3.82e-04   9
  1993.47260 06 22 0.15620  3.86e-04   9
  1993.47534 06 23 0.15626  3.87e-04   9
  1993.47808 06 24 0.15732  3.97e-04   9
  1993.48082 06 25 0.15759  3.99e-04   9
  1993.48356 06 26 0.15848  4.08e-04   9
  1993.48630 06 27 0.15971  4.22e-04   9
  1993.48904 06 28 0.16039  4.30e-04   9
  1993.49178 06 29 0.15979  4.23e-04   9
  1993.49452 06 30 0.15914  4.16e-04   9
  1993.49726 07 01 0.15882  4.12e-04   9
  1993.50000 07 02 0.15817  4.05e-04   9
  1993.50274 07 03 0.15736  3.97e-04   9
  1993.50548 07 04 0.15646  3.89e-04   9
  1993.50822 07 05 0.15561  3.81e-04   9
  1993.51096 07 06 0.15480  3.75e-04   9
  1993.51370 07 07 0.15392  3.69e-04   9
  1993.51644 07 08 0.15416  3.71e-04   9
  1993.51918 07 09 0.15378  3.69e-04   9
  1993.52192 07 10 0.15351  3.67e-04   9
  1993.52466 07 11 0.15418  3.71e-04   9
  1993.52740 07 12 0.15399  3.70e-04   9
  1993.53014 07 13 0.15403  3.70e-04   9
  1993.53288 07 14 0.15386  3.69e-04   9
  1993.53562 07 15 0.15390  3.69e-04   9
  1993.53836 07 16 0.15407  3.70e-04   9
  1993.54110 07 17 0.15479  3.75e-04   9
  1993.54384 07 18 0.15480  3.75e-04   9
  1993.54658 07 19 0.15527  3.79e-04   9
  1993.54932 07 20 0.15560  3.81e-04   9
  1993.55205 07 21 0.15540  3.80e-04   9
  1993.55479 07 22 0.15686  3.92e-04   9
  1993.55753 07 23 0.15713  3.95e-04   9
  1993.56027 07 24 0.15818  4.05e-04   9
  1993.56301 07 25 0.15801  4.03e-04   9
  1993.56575 07 26 0.15812  4.04e-04   9
  1993.56849 07 27 0.15837  4.07e-04   9
  1993.57123 07 28 0.15800  4.03e-04   9
  1993.57397 07 29 0.15740  3.97e-04   9
  1993.57671 07 30 0.15615  3.86e-04   9
  1993.57945 07 31 0.15595  3.84e-04   9
  1993.58219 08 01 0.15563  3.82e-04   9
  1993.58493 08 02 0.15530  3.79e-04   9
  1993.58767 08 03 0.15438  3.72e-04   9
  1993.59041 08 04 0.15481  3.75e-04   9
  1993.59315 08 05 0.15457  3.93e-04   4
  1993.59589 08 06 0.15477  3.95e-04   4
  1993.59863 08 07 0.15497  3.96e-04   4
  1993.60137 08 08 0.15567  9.84e-04  19
  1993.60411 08 09 0.15568  9.84e-04  19
  1993.60685 08 10 0.15452  3.73e-04   9
  1993.60959 08 11 0.15613  3.86e-04   9
  1993.61233 08 12 0.15556  3.81e-04   9
  1993.61507 08 13 0.15460  3.74e-04   9
  1993.61781 08 14 0.15441  3.73e-04   9
  1993.62055 08 15 0.15425  3.72e-04   9
  1993.62329 08 16 0.15452  3.73e-04   9
  1993.62603 08 17 0.15424  3.71e-04   9
  1993.62877 08 18 0.15510  3.78e-04   9
  1993.63151 08 19 0.15489  3.76e-04   9
  1993.63425 08 20 0.15565  3.82e-04   9
  1993.63699 08 21 0.15550  3.81e-04   9
  1993.63973 08 22 0.15628  3.87e-04   9
  1993.64247 08 23 0.15574  3.82e-04   9
  1993.64521 08 24 0.15619  3.86e-04   9
  1993.64795 08 25 0.15536  3.79e-04   9
  1993.65068 08 26 0.15548  3.80e-04   9
  1993.65342 08 27 0.15520  3.78e-04   9
  1993.65616 08 28 0.15537  3.80e-04   9
  1993.65890 08 29 0.15468  3.74e-04   9
  1993.66164 08 30 0.15463  3.74e-04   9
  1993.66438 08 31 0.15378  3.69e-04   9
  1993.66712 09 01 0.15358  3.67e-04   9
  1993.66986 09 02 0.15271  3.63e-04   9
  1993.67260 09 03 0.15286  3.63e-04   9
  1993.67534 09 04 0.15291  3.64e-04   9
  1993.67808 09 05 0.15290  3.64e-04   9
  1993.68082 09 06 0.15291  3.64e-04   9
  1993.68356 09 07 0.15324  3.66e-04   9
  1993.68630 09 08 0.15263  3.62e-04   9
  1993.68904 09 09 0.15298  3.64e-04   9
  1993.69178 09 10 0.15265  3.62e-04   9
  1993.69452 09 11 0.15255  3.62e-04   9
  1993.69726 09 12 0.15222  3.61e-04   9
  1993.70000 09 13 0.15286  3.64e-04   9
  1993.70274 09 14 0.15268  3.63e-04   9
  1993.70548 09 15 0.15369  3.68e-04   9
  1993.70822 09 16 0.15432  3.72e-04   9
  1993.71096 09 17 0.15448  3.73e-04   9
  1993.71370 09 18 0.15472  3.86e-04   1
  1993.71644 09 19 0.15463  3.85e-04   1
  1993.71918 09 20 0.15433  3.83e-04   1
  1993.72192 09 21 0.15404  3.81e-04   1
  1993.72466 09 22 0.15447  3.57e-04   3
  1993.72740 09 23 0.15397  3.70e-04   9
  1993.73014 09 24 0.15413  3.71e-04   9
  1993.73288 09 25 0.15385  3.69e-04   9
  1993.73562 09 26 0.15344  3.67e-04   9
  1993.73836 09 27 0.15337  3.66e-04   9
  1993.74110 09 28 0.15352  3.67e-04   9
  1993.74384 09 29 0.15388  3.69e-04   9
  1993.74658 09 30 0.15382  3.69e-04   9
  1993.74932 10 01 0.15377  3.69e-04   9
  1993.75205 10 02 0.15407  3.70e-04   9
  1993.75479 10 03 0.15421  3.71e-04   9
  1993.75753 10 04 0.15435  3.72e-04   9
  1993.76027 10 05 0.15494  3.76e-04   9
  1993.76301 10 06 0.15489  3.76e-04   9
  1993.76575 10 07 0.15439  3.72e-04   9
  1993.76849 10 08 0.15444  3.73e-04   9
  1993.77123 10 09 0.15440  3.73e-04   9
  1993.77397 10 10 0.15451  3.73e-04   9
  1993.77671 10 11 0.15426  3.72e-04   9
  1993.77945 10 12 0.15428  3.72e-04   9
  1993.78219 10 13 0.15419  3.71e-04   9
  1993.78493 10 14 0.15502  3.77e-04   9
  1993.78767 10 15 0.15486  3.76e-04   9
  1993.79041 10 16 0.15461  3.74e-04   9
  1993.79315 10 17 0.15474  3.75e-04   9
  1993.79589 10 18 0.15437  3.72e-04   9
  1993.79863 10 19 0.15411  3.71e-04   9
  1993.80137 10 20 0.15453  3.73e-04   9
  1993.80411 10 21 0.15432  3.72e-04   9
  1993.80685 10 22 0.15409  3.71e-04   9
  1993.80959 10 23 0.15340  3.66e-04   9
  1993.81233 10 24 0.15387  3.69e-04   9
  1993.81507 10 25 0.15179  3.59e-04   9
  1993.81781 10 26 0.15332  3.66e-04   9
  1993.82055 10 27 0.15313  3.65e-04   9
  1993.82329 10 28 0.15330  3.66e-04   9
  1993.82603 10 29 0.15331  3.66e-04   9
  1993.82877 10 30 0.15349  3.67e-04   9
  1993.83151 10 31 0.15355  3.67e-04   9
  1993.83425 11 01 0.15406  3.70e-04   9
  1993.83699 11 02 0.15396  3.70e-04   9
  1993.83973 11 03 0.15405  3.70e-04   9
  1993.84247 11 04 0.15349  3.67e-04   9
  1993.84521 11 05 0.15402  3.70e-04   9
  1993.84795 11 06 0.15406  3.70e-04   9
  1993.85068 11 07 0.15398  3.70e-04   9
  1993.85342 11 08 0.15440  3.73e-04   9
  1993.85616 11 09 0.15393  3.70e-04   9
  1993.85890 11 10 0.15355  3.67e-04   9
  1993.86164 11 11 0.15389  3.69e-04   9
  1993.86438 11 12 0.15358  3.67e-04   9
  1993.86712 11 13 0.15295  3.64e-04   9
  1993.86986 11 14 0.15354  3.67e-04   9
  1993.87260 11 15 0.15466  3.74e-04   9
  1993.87534 11 16 0.15386  3.69e-04   9
  1993.87808 11 17 0.15397  3.70e-04   9
  1993.88082 11 18 0.15376  3.69e-04   9
  1993.88356 11 19 0.15352  3.67e-04   9
  1993.88630 11 20 0.15365  3.68e-04   9
  1993.88904 11 21 0.15363  3.68e-04   9
  1993.89178 11 22 0.15375  3.68e-04   9
  1993.89452 11 23 0.15416  3.71e-04   9
  1993.89726 11 24 0.15417  3.71e-04   9
  1993.90000 11 25 0.15307  3.65e-04   9
  1993.90274 11 26 0.15422  3.71e-04   9
  1993.90548 11 27 0.15437  3.72e-04   9
  1993.90822 11 28 0.15449  3.73e-04   9
  1993.91096 11 29 0.15496  3.77e-04   9
  1993.91370 11 30 0.15536  3.80e-04   9
  1993.91644 12 01 0.15536  3.80e-04   9
  1993.91918 12 02 0.15580  3.83e-04   9
  1993.92192 12 03 0.15556  3.81e-04   9
  1993.92466 12 04 0.15575  3.83e-04   9
  1993.92740 12 05 0.15608  3.85e-04   9
  1993.93014 12 06 0.15536  3.80e-04   9
  1993.93288 12 07 0.15559  3.81e-04   9
  1993.93562 12 08 0.15557  3.81e-04   9
  1993.93836 12 09 0.15452  3.73e-04   9
  1993.94110 12 10 0.15473  3.75e-04   9
  1993.94384 12 11 0.15444  3.73e-04   9
  1993.94658 12 12 0.15405  3.70e-04   9
  1993.94932 12 13 0.15336  3.66e-04   9
  1993.95205 12 14 0.15337  3.66e-04   9
  1993.95479 12 15 0.15334  3.66e-04   9
  1993.95753 12 16 0.15319  3.65e-04   9
  1993.96027 12 17 0.15319  3.65e-04   9
  1993.96301 12 18 0.15334  3.66e-04   9
  1993.96575 12 19 0.15303  3.64e-04   9
  1993.96849 12 20 0.15406  3.70e-04   9
  1993.97123 12 21 0.15343  3.67e-04   9
  1993.97397 12 22 0.15412  3.71e-04   9
  1993.97671 12 23 0.15426  3.72e-04   9
  1993.97945 12 24 0.15474  3.75e-04   9
  1993.98219 12 25 0.15617  3.86e-04   9
  1993.98493 12 26 0.15623  3.87e-04   9
  1993.98767 12 27 0.15610  3.86e-04   9
  1993.99041 12 28 0.15644  3.88e-04   9
  1993.99315 12 29 0.15621  3.86e-04   9
  1993.99589 12 30 0.15673  3.91e-04   9
  1993.99863 12 31 0.15672  3.91e-04   9
  1994.00137 01 01 0.15652  3.89e-04   9
  1994.00411 01 02 0.15708  3.94e-04   9
  1994.00685 01 03 0.15699  3.93e-04   9
  1994.00959 01 04 0.15769  4.00e-04   9
  1994.01233 01 05 0.15847  4.08e-04   9
  1994.01507 01 06 0.15642  3.88e-04   9
  1994.01781 01 07 0.15620  3.86e-04   9
  1994.02055 01 08 0.15562  3.82e-04   9
  1994.02329 01 09 0.15477  3.75e-04   9
  1994.02603 01 10 0.15378  3.69e-04   9
  1994.02877 01 11 0.15426  3.53e-04  10
  1994.03151 01 12 0.15271  3.63e-04   9
  1994.03425 01 13 0.15253  3.62e-04   9
  1994.03699 01 14 0.15163  3.58e-04   9
  1994.03973 01 15 0.15207  3.60e-04   9
  1994.04247 01 16 0.15241  3.61e-04   9
  1994.04521 01 17 0.15308  3.65e-04   9
  1994.04795 01 18 0.15355  3.67e-04   9
  1994.05068 01 19 0.15430  3.72e-04   9
  1994.05342 01 20 0.15531  3.79e-04   9
  1994.05616 01 21 0.15606  3.85e-04   9
  1994.05890 01 22 0.15569  3.82e-04   9
  1994.06164 01 23 0.15631  3.87e-04   9
  1994.06438 01 24 0.15713  3.95e-04   9
  1994.06712 01 25 0.15772  4.01e-04   9
  1994.06986 01 26 0.15737  3.97e-04   9
  1994.07260 01 27 0.15692  3.93e-04   9
  1994.07534 01 28 0.15582  3.83e-04   9
  1994.07808 01 29 0.15570  3.82e-04   9
  1994.08082 01 30 0.15571  3.82e-04   9
  1994.08356 01 31 0.15594  3.84e-04   9
  1994.08630 02 01 0.15560  3.81e-04   9
  1994.08904 02 02 0.15536  3.80e-04   9
  1994.09178 02 03 0.15526  3.79e-04   9
  1994.09452 02 04 0.15430  3.72e-04   9
  1994.09726 02 05 0.15477  3.75e-04   9
  1994.10000 02 06 0.15407  3.70e-04   9
  1994.10274 02 07 0.15375  3.68e-04   9
  1994.10548 02 08 0.15302  3.64e-04   9
  1994.10822 02 09 0.15248  3.62e-04   9
  1994.11096 02 10 0.15230  3.61e-04   9
  1994.11370 02 11 0.15177  3.59e-04   9
  1994.11644 02 12 0.15208  3.60e-04   9
  1994.11918 02 13 0.15343  3.67e-04   9
  1994.12192 02 14 0.15418  3.71e-04   9
  1994.12466 02 15 0.15505  3.77e-04   9
  1994.12740 02 16 0.15565  3.82e-04   9
  1994.13014 02 17 0.15602  3.85e-04   9
  1994.13288 02 18 0.15597  3.84e-04   9
  1994.13562 02 19 0.15583  3.83e-04   9
  1994.13836 02 20 0.15683  3.92e-04   9
  1994.14110 02 21 0.15671  3.91e-04   9
  1994.14384 02 22 0.15705  3.94e-04   9
  1994.14658 02 23 0.15684  3.92e-04   9
  1994.14932 02 24 0.15671  3.91e-04   9
  1994.15205 02 25 0.15651  3.89e-04   9
  1994.15479 02 26 0.15576  3.83e-04   9
  1994.15753 02 27 0.15594  3.84e-04   9
  1994.16027 02 28 0.15570  3.82e-04   9
  1994.16301 03 01 0.15582  3.83e-04   9
  1994.16575 03 02 0.15520  3.78e-04   9
  1994.16849 03 03 0.15513  3.78e-04   9
  1994.17123 03 04 0.15479  3.75e-04   9
  1994.17397 03 05 0.15411  3.71e-04   9
  1994.17671 03 06 0.15374  3.68e-04   9
  1994.17945 03 07 0.15320  3.65e-04   9
  1994.18219 03 08 0.15236  3.61e-04   9
  1994.18493 03 09 0.15176  3.59e-04   9
  1994.18767 03 10 0.15239  3.61e-04   9
  1994.19041 03 11 0.15198  3.60e-04   9
  1994.19315 03 12 0.15282  3.63e-04   9
  1994.19589 03 13 0.15313  3.65e-04   9
  1994.19863 03 14 0.15321  3.65e-04   9
  1994.20137 03 15 0.15371  3.68e-04   9
  1994.20411 03 16 0.15404  3.81e-04   1
  1994.20685 03 17 0.15506  3.77e-04   9
  1994.20959 03 18 0.15472  3.75e-04   9
  1994.21233 03 19 0.15460  3.74e-04   9
  1994.21507 03 20 0.15439  3.72e-04   9
  1994.21781 03 21 0.15480  3.75e-04   9
  1994.22055 03 22 0.15539  3.80e-04   9
  1994.22329 03 23 0.15478  3.75e-04   9
  1994.22603 03 24 0.15550  3.81e-04   9
  1994.22877 03 25 0.15574  3.83e-04   9
  1994.23151 03 26 0.15538  3.80e-04   9
  1994.23425 03 27 0.15498  3.77e-04   9
  1994.23699 03 28 0.15489  3.76e-04   9
  1994.23973 03 29 0.15483  3.76e-04   9
  1994.24247 03 30 0.15461  3.74e-04   9
  1994.24521 03 31 0.15394  3.70e-04   9
  1994.24795 04 01 0.15341  3.66e-04   9
  1994.25068 04 02 0.15251  3.62e-04   9
  1994.25342 04 03 0.15200  3.60e-04   9
  1994.25616 04 04 0.15192  3.59e-04   9
  1994.25890 04 05 0.15094  3.56e-04   9
  1994.26164 04 06 0.15068  3.55e-04   9
  1994.26438 04 07 0.15090  3.56e-04   9
  1994.26712 04 08 0.15057  3.55e-04   9
  1994.26986 04 09 0.15158  3.58e-04   9
  1994.27260 04 10 0.15174  3.59e-04   9
  1994.27534 04 11 0.15215  3.60e-04   9
  1994.27808 04 12 0.15225  3.61e-04   9
  1994.28082 04 13 0.15216  3.60e-04   9
  1994.28356 04 14 0.15238  3.61e-04   9
  1994.28630 04 15 0.15300  3.64e-04   9
  1994.28904 04 16 0.15334  3.66e-04   9
  1994.29178 04 17 0.15365  3.68e-04   9
  1994.29452 04 18 0.15365  3.68e-04   9
  1994.29726 04 19 0.15407  3.70e-04   9
  1994.30000 04 20 0.15380  3.69e-04   9
  1994.30274 04 21 0.15500  3.77e-04   9
  1994.30548 04 22 0.15476  3.75e-04   9
  1994.30822 04 23 0.15474  3.75e-04   9
  1994.31096 04 24 0.15434  3.72e-04   9
  1994.31370 04 25 0.15368  3.68e-04   9
  1994.31644 04 26 0.15339  3.66e-04   9
  1994.31918 04 27 0.15268  3.63e-04   9
  1994.32192 04 28 0.15256  3.62e-04   9
  1994.32466 04 29 0.15195  3.59e-04   9
  1994.32740 04 30 0.15156  3.58e-04   9
  1994.33014 05 01 0.15168  3.58e-04   9
  1994.33288 05 02 0.15166  3.58e-04   9
  1994.33562 05 03 0.15151  3.58e-04   9
  1994.33836 05 04 0.15153  3.58e-04   9
  1994.34110 05 05 0.15137  3.57e-04   9
  1994.34384 05 06 0.15173  3.59e-04   9
  1994.34658 05 07 0.15173  3.59e-04   9
  1994.34932 05 08 0.15258  3.62e-04   9
  1994.35205 05 09 0.15217  3.60e-04   9
  1994.35479 05 10 0.15254  3.62e-04   9
  1994.35753 05 11 0.15281  3.63e-04   9
  1994.36027 05 12 0.15281  3.63e-04   9
  1994.36301 05 13 0.15315  3.65e-04   9
  1994.36575 05 14 0.15372  3.68e-04   9
  1994.36849 05 15 0.15483  3.76e-04   9
  1994.37123 05 16 0.15506  3.77e-04   9
  1994.37397 05 17 0.15537  3.80e-04   9
  1994.37671 05 18 0.15533  3.79e-04   9
  1994.37945 05 19 0.15530  3.79e-04   9
  1994.38219 05 20 0.15471  3.75e-04   9
  1994.38493 05 21 0.15447  3.73e-04   9
  1994.38767 05 22 0.15448  3.73e-04   9
  1994.39041 05 23 0.15338  3.66e-04   9
  1994.39315 05 24 0.15228  3.61e-04   9
  1994.39589 05 25 0.15220  3.60e-04   9
  1994.39863 05 26 0.15170  3.59e-04   9
  1994.40137 05 27 0.15095  3.56e-04   9
  1994.40411 05 28 0.15065  3.55e-04   9
  1994.40685 05 29 0.15036  3.55e-04   9
  1994.40959 05 30 0.15074  3.56e-04   9
  1994.41233 05 31 0.15066  3.55e-04   9
  1994.41507 06 01 0.15105  3.56e-04   9
  1994.41781 06 02 0.15105  3.56e-04   9
  1994.42055 06 03 0.15094  3.56e-04   9
  1994.42329 06 04 0.15077  3.56e-04   9
  1994.42603 06 05 0.15124  3.57e-04   9
  1994.42877 06 06 0.15125  3.57e-04   9
  1994.43151 06 07 0.15188  3.59e-04   9
  1994.43425 06 08 0.15270  3.63e-04   9
  1994.43699 06 09 0.15372  3.68e-04   9
  1994.43973 06 10 0.15441  3.73e-04   9
  1994.44247 06 11 0.15499  3.77e-04   9
  1994.44521 06 12 0.15440  3.73e-04   9
  1994.44795 06 13 0.15568  3.82e-04   9
  1994.45068 06 14 0.15494  3.76e-04   9
  1994.45342 06 15 0.15541  3.80e-04   9
  1994.45616 06 16 0.15440  3.73e-04   9
  1994.45890 06 17 0.15406  3.70e-04   9
  1994.46164 06 18 0.15373  3.68e-04   9
  1994.46438 06 19 0.15270  3.63e-04   9
  1994.46712 06 20 0.15223  3.61e-04   9
  1994.46986 06 21 0.15171  3.59e-04   9
  1994.47260 06 22 0.15155  3.58e-04   9
  1994.47534 06 23 0.15153  3.58e-04   9
  1994.47808 06 24 0.15154  3.58e-04   9
  1994.48082 06 25 0.15107  3.56e-04   9
  1994.48356 06 26 0.15123  3.57e-04   9
  1994.48630 06 27 0.15073  3.56e-04   9
  1994.48904 06 28 0.15096  3.56e-04   9
  1994.49178 06 29 0.15126  3.57e-04   9
  1994.49452 06 30 0.15182  3.59e-04   9
  1994.49726 07 01 0.15212  3.60e-04   9
  1994.50000 07 02 0.15253  3.62e-04   9
  1994.50274 07 03 0.15365  3.68e-04   9
  1994.50548 07 04 0.15275  3.63e-04   9
  1994.50822 07 05 0.15366  3.68e-04   9
  1994.51096 07 06 0.15385  3.69e-04   9
  1994.51370 07 07 0.15400  3.70e-04   9
  1994.51644 07 08 0.15464  3.74e-04   9
  1994.51918 07 09 0.15411  3.71e-04   9
  1994.52192 07 10 0.15405  3.70e-04   9
  1994.52466 07 11 0.15407  3.70e-04   9
  1994.52740 07 12 0.15354  3.67e-04   9
  1994.53014 07 13 0.15329  3.66e-04   9
  1994.53288 07 14 0.15301  3.64e-04   9
  1994.53562 07 15 0.15242  3.61e-04   9
  1994.53836 07 16 0.15217  3.60e-04   9
  1994.54110 07 17 0.15230  3.61e-04   9
  1994.54384 07 18 0.15230  3.61e-04   9
  1994.54658 07 19 0.15212  3.60e-04   9
  1994.54932 07 20 0.15253  3.62e-04   9
  1994.55205 07 21 0.15231  3.61e-04   9
  1994.55479 07 22 0.15151  3.58e-04   9
  1994.55753 07 23 0.15171  3.59e-04   9
  1994.56027 07 24 0.15173  3.59e-04   9
  1994.56301 07 25 0.15182  3.59e-04   9
  1994.56575 07 26 0.15148  3.58e-04   9
  1994.56849 07 27 0.15137  3.57e-04   9
  1994.57123 07 28 0.15143  3.58e-04   9
  1994.57397 07 29 0.15199  3.60e-04   9
  1994.57671 07 30 0.15247  3.62e-04   9
  1994.57945 07 31 0.15284  3.63e-04   9
  1994.58219 08 01 0.15270  3.63e-04   9
  1994.58493 08 02 0.15284  3.63e-04   9
  1994.58767 08 03 0.15301  3.64e-04   9
  1994.59041 08 04 0.15160  3.58e-04   9
  1994.59315 08 05 0.15346  3.67e-04   9
  1994.59589 08 06 0.15310  3.65e-04   9
  1994.59863 08 07 0.15316  3.65e-04   9
  1994.60137 08 08 0.15296  3.64e-04   9
  1994.60411 08 09 0.15311  3.65e-04   9
  1994.60685 08 10 0.15296  3.64e-04   9
  1994.60959 08 11 0.15223  3.61e-04   9
  1994.61233 08 12 0.15259  3.62e-04   9
  1994.61507 08 13 0.15230  3.61e-04   9
  1994.61781 08 14 0.15228  3.61e-04   9
  1994.62055 08 15 0.15204  3.60e-04   9
  1994.62329 08 16 0.15191  3.59e-04   9
  1994.62603 08 17 0.15197  3.60e-04   9
  1994.62877 08 18 0.15196  3.59e-04   9
  1994.63151 08 19 0.15190  3.59e-04   9
  1994.63425 08 20 0.15171  3.59e-04   9
  1994.63699 08 21 0.15117  3.57e-04   9
  1994.63973 08 22 0.15202  3.60e-04   9
  1994.64247 08 23 0.15198  3.60e-04   9
  1994.64521 08 24 0.15189  3.59e-04   9
  1994.64795 08 25 0.15186  3.59e-04   9
  1994.65068 08 26 0.15210  3.60e-04   9
  1994.65342 08 27 0.15125  3.57e-04   9
  1994.65616 08 28 0.15167  3.58e-04   9
  1994.65890 08 29 0.15202  3.60e-04   9
  1994.66164 08 30 0.15180  3.59e-04   9
  1994.66438 08 31 0.15212  3.60e-04   9
  1994.66712 09 01 0.15287  3.64e-04   9
  1994.66986 09 02 0.15295  3.64e-04   9
  1994.67260 09 03 0.15345  3.67e-04   9
  1994.67534 09 04 0.15358  3.67e-04   9
  1994.67808 09 05 0.15430  3.72e-04   9
  1994.68082 09 06 0.15396  3.70e-04   9
  1994.68356 09 07 0.15402  3.70e-04   9
  1994.68630 09 08 0.15406  3.70e-04   9
  1994.68904 09 09 0.15313  3.65e-04   9
  1994.69178 09 10 0.15278  3.63e-04   9
  1994.69452 09 11 0.15142  3.58e-04   9
  1994.69726 09 12 0.15169  3.58e-04   9
  1994.70000 09 13 0.15167  3.58e-04   9
  1994.70274 09 14 0.15164  3.58e-04   9
  1994.70548 09 15 0.15097  3.56e-04   9
  1994.70822 09 16 0.15121  3.57e-04   9
  1994.71096 09 17 0.15091  3.56e-04   9
  1994.71370 09 18 0.15110  3.57e-04   9
  1994.71644 09 19 0.15099  3.56e-04   9
  1994.71918 09 20 0.15100  3.56e-04   9
  1994.72192 09 21 0.15106  3.56e-04   9
  1994.72466 09 22 0.15103  3.56e-04   9
  1994.72740 09 23 0.15117  3.57e-04   9
  1994.73014 09 24 0.15169  3.58e-04   9
  1994.73288 09 25 0.15243  3.61e-04   9
  1994.73562 09 26 0.15211  3.60e-04   9
  1994.73836 09 27 0.15226  3.61e-04   9
  1994.74110 09 28 0.15244  3.62e-04   9
  1994.74384 09 29 0.15210  3.60e-04   9
  1994.74658 09 30 0.15261  3.62e-04   9
  1994.74932 10 01 0.15227  3.61e-04   9
  1994.75205 10 02 0.15287  3.64e-04   9
  1994.75479 10 03 0.15229  3.61e-04   9
  1994.75753 10 04 0.15245  3.62e-04   9
  1994.76027 10 05 0.15249  3.62e-04   9
  1994.76301 10 06 0.15247  3.62e-04   9
  1994.76575 10 07 0.15231  3.61e-04   9
  1994.76849 10 08 0.15270  3.63e-04   9
  1994.77123 10 09 0.15302  3.64e-04   9
  1994.77397 10 10 0.15269  3.63e-04   9
  1994.77671 10 11 0.15186  3.59e-04   9
  1994.77945 10 12 0.15282  3.63e-04   9
  1994.78219 10 13 0.15315  3.65e-04   9
  1994.78493 10 14 0.15310  3.65e-04   9
  1994.78767 10 15 0.15290  3.64e-04   9
  1994.79041 10 16 0.15329  3.66e-04   9
  1994.79315 10 17 0.15336  3.66e-04   9
  1994.79589 10 18 0.15378  3.69e-04   9
  1994.79863 10 19 0.15401  3.70e-04   9
  1994.80137 10 20 0.15527  3.79e-04   9
  1994.80411 10 21 0.15261  3.62e-04   9
  1994.80685 10 22 0.15290  3.64e-04   9
  1994.80959 10 23 0.15312  3.65e-04   9
  1994.81233 10 24 0.15279  3.63e-04   9
  1994.81507 10 25 0.15305  3.64e-04   9
  1994.81781 10 26 0.15383  3.69e-04   9
  1994.82055 10 27 0.15425  3.72e-04   9
  1994.82329 10 28 0.15412  3.71e-04   9
  1994.82603 10 29 0.15443  3.73e-04   9
  1994.82877 10 30 0.15467  3.74e-04   9
  1994.83151 10 31 0.15457  3.74e-04   9
  1994.83425 11 01 0.15470  3.75e-04   9
  1994.83699 11 02 0.15445  3.73e-04   9
  1994.83973 11 03 0.15363  3.68e-04   9
  1994.84247 11 04 0.15299  3.64e-04   9
  1994.84521 11 05 0.15258  3.62e-04   9
  1994.84795 11 06 0.15259  3.62e-04   9
  1994.85068 11 07 0.15194  3.59e-04   9
  1994.85342 11 08 0.15218  3.60e-04   9
  1994.85616 11 09 0.15223  3.61e-04   9
  1994.85890 11 10 0.15262  3.62e-04   9
  1994.86164 11 11 0.15328  3.66e-04   9
  1994.86438 11 12 0.15273  3.63e-04   9
  1994.86712 11 13 0.15318  3.65e-04   9
  1994.86986 11 14 0.15318  3.65e-04   9
  1994.87260 11 15 0.15335  3.66e-04   9
  1994.87534 11 16 0.15271  3.63e-04   9
  1994.87808 11 17 0.15227  3.61e-04   9
  1994.88082 11 18 0.15229  3.61e-04   9
  1994.88356 11 19 0.15190  3.59e-04   9
  1994.88630 11 20 0.15199  3.60e-04   9
  1994.88904 11 21 0.15198  3.60e-04   9
  1994.89178 11 22 0.15228  3.61e-04   9
  1994.89452 11 23 0.15217  3.60e-04   9
  1994.89726 11 24 0.15239  3.61e-04   9
  1994.90000 11 25 0.15231  3.61e-04   9
  1994.90274 11 26 0.15262  3.62e-04   9
  1994.90548 11 27 0.15293  3.64e-04   9
  1994.90822 11 28 0.15300  3.64e-04   9
  1994.91096 11 29 0.15275  3.63e-04   9
  1994.91370 11 30 0.15256  3.62e-04   9
  1994.91644 12 01 0.15255  3.62e-04   9
  1994.91918 12 02 0.15158  3.58e-04   9
  1994.92192 12 03 0.15207  3.60e-04   9
  1994.92466 12 04 0.15208  3.60e-04   9
  1994.92740 12 05 0.15298  3.64e-04   9
  1994.93014 12 06 0.15319  3.65e-04   9
  1994.93288 12 07 0.15353  3.67e-04   9
  1994.93562 12 08 0.15325  3.66e-04   9
  1994.93836 12 09 0.15399  3.70e-04   9
  1994.94110 12 10 0.15403  3.70e-04   9
  1994.94384 12 11 0.15459  3.74e-04   9
  1994.94658 12 12 0.15497  3.77e-04   9
  1994.94932 12 13 0.15467  3.74e-04   9
  1994.95205 12 14 0.15475  3.75e-04   9
  1994.95479 12 15 0.15373  3.68e-04   9
  1994.95753 12 16 0.15369  3.68e-04   9
  1994.96027 12 17 0.15255  3.62e-04   9
